2025-09-02 21:01:40.453,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:01:40.456,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:01:40.458,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:01:40.460,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:01:40.462,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:01:40.464,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:01:40.466,N/A,N/A,UDP,63387,5355,95
2025-09-02 21:01:40.467,192.168.137.1,224.0.0.252,UDP,63387,5355,75
2025-09-02 21:01:40.468,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:01:40.468,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:01:40.489,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:40.490,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.457,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.461,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:44.477,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.480,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:44.482,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.483,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:44.485,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.486,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:44.488,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:01:44.491,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:01:44.492,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:01:44.494,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:01:44.495,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:01:44.496,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:01:44.498,N/A,N/A,UDP,50312,5355,95
2025-09-02 21:01:44.500,192.168.137.1,224.0.0.252,UDP,50312,5355,75
2025-09-02 21:01:44.502,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:01:44.503,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:01:44.505,N/A,N/A,OTHER,,,90
2025-09-02 21:01:44.506,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:01:46.495,N/A,N/A,OTHER,,,86
2025-09-02 21:02:47.494,N/A,N/A,OTHER,,,86
2025-09-02 21:03:48.491,N/A,N/A,OTHER,,,86
2025-09-02 21:04:49.500,N/A,N/A,OTHER,,,86
2025-09-02 21:05:50.487,N/A,N/A,OTHER,,,86
2025-09-02 21:06:51.491,N/A,N/A,OTHER,,,86
2025-09-02 21:07:52.487,N/A,N/A,OTHER,,,86
2025-09-02 21:08:53.496,N/A,N/A,OTHER,,,86
2025-09-02 21:09:54.490,N/A,N/A,OTHER,,,86
2025-09-02 21:10:55.496,N/A,N/A,OTHER,,,86
2025-09-02 21:11:56.490,N/A,N/A,OTHER,,,86
2025-09-02 21:12:57.490,N/A,N/A,OTHER,,,86
2025-09-02 21:13:58.487,N/A,N/A,OTHER,,,86
2025-09-02 21:14:59.484,N/A,N/A,OTHER,,,86
2025-09-02 21:16:00.493,N/A,N/A,OTHER,,,86
2025-09-02 21:16:40.457,N/A,N/A,OTHER,,,90
2025-09-02 21:16:40.545,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:40.546,N/A,N/A,OTHER,,,90
2025-09-02 21:16:40.548,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:40.549,N/A,N/A,OTHER,,,90
2025-09-02 21:16:40.550,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:40.552,N/A,N/A,OTHER,,,90
2025-09-02 21:16:40.553,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:40.609,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:16:40.626,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:16:40.656,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:16:40.658,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:16:40.659,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:16:40.661,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:16:40.714,N/A,N/A,UDP,61429,5355,95
2025-09-02 21:16:40.722,192.168.137.1,224.0.0.252,UDP,61429,5355,75
2025-09-02 21:16:40.749,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:16:40.752,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:16:40.753,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:40.756,N/A,N/A,OTHER,,,90
2025-09-02 21:16:44.739,N/A,N/A,OTHER,,,90
2025-09-02 21:16:44.742,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:44.759,N/A,N/A,OTHER,,,90
2025-09-02 21:16:44.760,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:44.762,N/A,N/A,OTHER,,,90
2025-09-02 21:16:44.763,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:44.766,N/A,N/A,OTHER,,,90
2025-09-02 21:16:44.768,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:44.770,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:16:44.772,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:16:44.774,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:16:44.776,192.168.137.1,224.0.0.251,UDP,5353,5353,81
2025-09-02 21:16:44.778,N/A,N/A,UDP,5353,5353,101
2025-09-02 21:16:44.780,N/A,N/A,UDP,5353,5353,139
2025-09-02 21:16:44.781,N/A,N/A,UDP,61036,5355,95
2025-09-02 21:16:44.782,192.168.137.1,224.0.0.252,UDP,61036,5355,75
2025-09-02 21:16:44.783,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:16:44.785,192.168.137.1,224.0.0.251,UDP,5353,5353,119
2025-09-02 21:16:44.987,192.168.137.1,224.0.0.22,OTHER,,,54
2025-09-02 21:16:45.000,N/A,N/A,OTHER,,,90
2025-09-02 21:17:01.491,N/A,N/A,OTHER,,,86
2025-09-02 21:17:02.485,N/A,N/A,OTHER,,,86
